"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"1026",10543,254.073084373592,254.072706405384,254.073301697098,469.933807373047,466.229278564453,474.654541015625,13,13,122425.923058964,111019.545174241,1135250.19908854,728375.884430447,532346.554736454,227402.882158203,63176.4265484925,316475.282100931,4139195.88552884,1240885.49196976,2500156.04250624,283539.865616603,346935.370805889,50620.7751265168,362920.765629603,341296.709753196,186751.081840278,579030.708546875,475838.538728927,1140141.93560576,"I254.0731R7.83","M254T470",7.83223012288411,"HILICPos",116722.734116602,970609.430971541,500504.538177178
"1027",10563,254.167576119693,254.167248616165,254.167788961096,136.019378662109,135.0625,137.317840576172,15,15,197331.279015869,181145.563231641,1089401.02383624,139755.456448242,1339568.40166014,708714.457318127,714916.29359285,54917.0355753905,131878.455624303,171675.292408692,109352.294335547,89013.4051904301,116347.25374442,1090665.59406459,85347.8153902996,167217.928198242,99822.021342187,102005.41159375,112559.461980469,244112.690830729,"I254.1676R2.27","M254T136",2.26698964436849,"HILICPos",189238.421123755,209999.802058638,674545.444738498
"1028",10600,255.00495628255,255.004827478224,255.005232622314,524.246124267578,521.148803710938,527.361572265625,18,18,29441.2335154321,40060.5186462011,843948.984211964,1023526.46519948,660731.020257607,473618.076325001,358891.157534765,379879.949230226,847800.3626601,632509.828040503,621451.977912598,569157.717165892,839998.094938423,812279.376505726,850206.421491441,993624.304312338,1210532.35820703,745113.425397308,1296294.54387993,1006952.00581595,"I255.005R8.74","M255T524_1",8.73743540445964,"HILICPos",34750.8760808166,868826.701360603,623432.608793174
"1029",10606,255.023824528027,255.023688814933,255.023945471137,525.066467285156,523.709289550781,527.361572265625,7,7,22822.64728625,28262.8250053589,781670.540466785,298661.820701659,319490.800636719,491982.109192729,191943.429287499,128303.164961588,823821.244401932,551359.504025084,574824.68297691,569018.589616537,792433.221515587,158559.577224393,836524.974141037,852430.868859372,1006702.9976187,726550.333404541,231429.759256347,911359.866158324,"I255.0238R8.75","M255T525",8.75110778808594,"HILICPos",25542.7361458045,669584.63493323,368675.310874496
"1030",10607,255.028499483947,255.02838100564,255.028824923573,354.650375366211,352.12451171875,356.655364990234,8,8,0,0,0,304152.107178223,619777.831785546,0,529332.416866757,137496.814,0,211190.560168348,725625.779639737,83564.2795658364,96621.3185545755,1195022.92464776,0,0,0,8618.0274306473,319221.200798922,391392.46194803,"I255.0285R5.91","M255T355",5.91083958943685,"HILICPos",0,252604.712729488,265126.528305088
"1031",10637,255.158946897289,255.156427849121,255.159352291132,118.051147460938,115.27758026123,125.273864746094,23,19,162319.939276855,103151.724281253,452602.361635298,461690.98618125,395243.533720259,167153.228975382,74544.2630731026,229430.014749381,446900.30366862,877784.58815131,342470.378731933,528944.124629557,474394.93746289,474341.479761776,323507.144506945,468046.806963867,1180734.8291047,1903529.14694196,2489716.59017318,2086041.28256836,"I255.1589R1.97","M255T118",1.96751912434896,"HILICPos",132735.831779054,966367.634388758,296777.398055779
"1032",10643,255.231670618435,255.23135410517,255.23177151816,123.65340423584,122.4013671875,124.748657226562,6,6,61817.1613589376,33426.144207707,291802.692290122,384118.148693879,393379.390022334,161990.550002512,79000.1937005357,146289.228781136,277988.859246883,319553.270664814,55997.3252671876,604251.955405334,173715.643444024,160292.462642478,169189.648144659,233223.944186035,1219341.63599172,239257.284641406,159107.653451793,57622.8395605469,"I255.2317R2.06","M255T124",2.06089007059733,"HILICPos",47621.6527833223,305795.210220573,242763.36724842
"1033",10665,255.97890151197,255.978782247185,255.979148344486,178.252197265625,177.006271362305,179.251419067383,7,7,0,0,121361.922564681,165457.015940429,108079.99088157,0,49610.3529091191,10146.7430553184,10259.4527753041,0,0,0,0,8620.48690098409,1880121.35438672,411381.589026611,260775.650322754,0,0,254519.537056641,"I255.9789R2.97","M256T178",2.97086995442708,"HILICPos",0,235473.172539085,75776.0042251862
"1034",10691,256.175356620556,256.175173456877,256.175521060184,157.302558898926,154.692779541016,158.237121582031,20,20,16447369.5051315,17053551.4931708,50659036.4379453,57373688.1621073,51846231.5617271,24144319.8241631,25598990.9076445,26928896.9303313,49721490.9724403,57340690.1949922,55229940.6579134,45974997.402144,46603361.1692095,44414717.6679598,48126941.8765699,57323740.271152,54824046.1801591,46298956.4701815,53823271.1119688,75468463.8156429,"I256.1754R2.62","M256T157",2.6217093149821,"HILICPos",16750460.4991512,52929218.1491944,39425193.9706531
"1035",10703,256.957915897034,256.957745609765,256.958033868343,256.278213500977,253.043243408203,258.988494873047,8,8,0,9161.98870243505,0,130371.308202637,272666.880384987,0,73213.4619943847,96598.7332292667,69719.4994767783,409759.397975803,341393.671015312,0,6843.72074354813,46348.0065976297,0,0,0,0,127070.903519287,212704.805972656,"I256.9579R4.27","M257T256",4.27130355834961,"HILICPos",4580.99435121753,101153.333775085,95475.0639685459
"1036",10705,256.970500227114,256.97042036973,256.970779692608,447.375823974609,445.551147460938,448.311370849609,6,6,0,0,0,63898.6980034721,156612.551329552,0,43775.7934210494,27778.3483076692,0,156977.379061483,160898.979008789,0,0,88308.2069264187,0,0,0,0,107214.086450018,207869.503138021,"I256.9705R7.46","M257T447",7.45626373291016,"HILICPos",0,60105.6795487275,48677.5651769571
"1037",10712,257.001361635058,257.001225684615,257.001543750559,338.688354492188,336.052429199219,341.688903808594,12,12,0,19038.0352942463,213292.142647916,283481.79205431,275332.823300576,55409.2835734785,10357.7823029889,64691.3677494491,275603.722880208,141885.717367302,303042.31394911,387211.624827501,490348.691643658,233146.196007812,79141.9026257545,410685.297182617,178350.0310331,79787.2759999777,265026.20106836,583004.27281206,"I257.0014R5.64","M257T339_1",5.64480590820312,"HILICPos",9519.01764712315,285602.770616455,150427.53193812
"1038",10713,257.003221203932,257.002982304995,257.003519537767,524.164947509766,522.877,525.695556640625,14,14,0,0,126668.250069661,298790.201346506,182317.969474545,119095.603798384,263439.057052732,103550.293767756,130557.555690095,165292.239074219,224219.111758739,153240.811684986,211056.881865767,146056.229547362,236285.202719727,317007.516550781,479608.206831457,158411.943658854,416832.274298076,201665.28965625,"I257.0032R8.74","M257T524",8.73608245849609,"HILICPos",0,236686.105278026,182310.229251597
"1039",10725,257.147065555811,257.146885054836,257.147214773608,481.964248657227,481.027252197266,483.800140380859,18,18,1064036.6108073,987804.149861994,105677910.223747,46342190.0684902,33988651.1542786,35421716.262661,16836172.5817348,14562962.7879591,71913453.8876369,28317554.323476,52629033.4674121,126062915.714073,140003059.239986,89331284.3300001,58461080.2927312,83421188.7693038,74238062.1601803,66739484.6513595,53700457.6269195,54446941.1437422,"I257.1471R8.03","M257T482",8.03273747762044,"HILICPos",1025920.38033465,74938709.6339017,42138267.1798118
"1040",10731,257.178832580139,257.178642392291,257.179004070531,157.31657409668,154.692779541016,158.237182617188,20,20,1606892.20600701,1709362.63266745,5311664.07436632,5738592.85243116,5400433.11809082,2677833.80935881,2779105.47504511,2756598.1533086,5274368.93658431,6188867.96334202,5584358.14267676,4738133.10869881,4983760.38857769,4757903.44460469,5058360.44813303,5988551.4861211,5738333.29411871,4646224.43322656,5419714.30938118,8404747.00751721,"I257.1788R2.62","M257T157",2.62194290161133,"HILICPos",1658127.41933723,5565276.91358184,4110704.58043347
"1041",10733,257.185960225694,257.185746452094,257.186039040825,136.197235107422,135.337005615234,148.738632202148,5,4,51679.7516185934,56858.1387163667,195841.605771706,108083.890563914,127329.405780204,191795.426891327,83226.2644268572,130449.170922719,193042.79307923,326686.509659179,311841.486389687,335396.366270283,127852.549531804,80162.5559923574,246670.162815518,241613.499285682,224826.61953865,806848.559908978,493733.343887834,400083.669641914,"I257.186R2.27","M257T136",2.26995391845703,"HILICPos",54268.9451674801,315729.843000093,139454.294059455
"1042",10738,257.607957483637,257.607644408704,257.608130996176,502.821533203125,501.291870117188,505.402099609375,6,6,0,0,128197.264713011,107624.711835612,109758.771890044,43622.2854053985,0,6681.64679004252,0,11435.7093326045,0,498268.934362614,709293.093070962,76935.2838807957,246941.059088533,123475.331198864,20551.8711166084,0,116575.97763326,61757.9393888861,"I257.608R8.38","M258T503",8.38035888671875,"HILICPos",0,155436.266589427,65980.7801056847
"1043",10760,258.066865508213,258.066816355563,258.067030155622,580.245544433594,574.505615234375,587.459045410156,5,5,30344.4492211978,39453.884294335,21200.2149603446,94063.4263787437,176844.836355468,18828.5373919643,237515.277558036,140725.790639073,0,240914.3793769,671227.860978371,12326.6020367593,0,332048.184449818,0,0,11382.8244047686,11739.9011845589,115631.635839621,262754.632287947,"I258.0669R9.67","M258T580",9.67075907389323,"HILICPos",34899.1667577664,138168.835046562,114863.013880605
"1044",10764,258.095038328017,258.094900138906,258.095322967788,331.324066162109,329.391784667969,332.507690429688,5,5,64817.7499770025,15751.371541444,907682.168108664,217317.81096875,851776.807730724,315898.402147188,290073.066165606,130125.668579799,510003.676622585,254522.330967041,835254.269396603,1487716.48527242,1582333.86302763,306533.327350586,567909.170853685,711020.079107536,612298.552437975,536096.271257513,650879.823840188,498269.46675,"I258.095R5.52","M258T331_1",5.52206776936849,"HILICPos",40284.5607592232,712736.443073647,452145.653950122
"1045",10767,258.108534169173,258.108389477097,258.10877235025,331.087066650391,328.206481933594,334.426208496094,14,14,86656.8530713089,33903.7943477432,1138988.50155371,1243400.30380632,1035573.35505242,381155.142350543,353904.134484418,422097.187580448,613197.918393379,699630.059767752,1047527.8695595,2016311.33858082,2058336.53192495,1996387.17508545,657894.060186486,892100.975381738,717304.821253193,357369.248222834,806037.664992188,1647965.88872139,"I258.1085R5.52","M258T331_2",5.51811777750651,"HILICPos",60280.323709526,1125838.62933914,762519.770804643
"1046",10773,258.13134015779,258.13079551771,258.131646198507,164.692153930664,163.771041870117,165.239837646484,11,11,103834.227934999,41010.0152487308,269918.760261841,374907.419443893,328738.013800781,52875.2022127854,49233.4879478905,68171.5510583986,301365.725360025,224308.620400391,369215.434973633,55994.9637592052,54459.7046619143,84119.2449281897,332020.671221768,392377.338388916,338217.565810547,126124.397774414,124571.487491852,570533.254989347,"I258.1313R2.74","M258T165",2.74486923217773,"HILICPos",72422.1215918649,247775.70081335,190640.739120932
"1047",10776,258.139589252434,258.13938905888,258.139749122374,124.703147888184,122.659408569336,126.134544372559,4,4,0,0,46310.9876471043,56135.2977705002,59199.3276647603,24593.2733561893,8501.30492308487,9833.24937153608,35299.3817030191,109484.576368276,19357.4530016631,110374.7259375,15562.6600518227,23815.4624908566,52875.6123917277,19300.3912420247,59662.8815249577,195563.698034668,251032.787960938,183827.789970703,"I258.1396R2.08","M258T125",2.07838579813639,"HILICPos",0,89679.7850565131,34095.5734555292
"1048",10777,258.144094514781,258.143501057723,258.144222203835,483.795684814453,481.939117431641,485.577728271484,8,8,42121.0083683249,40191.4952961604,871294.169752234,285061.520719268,379379.923307848,56291.7900545597,29642.5644259724,0,926610.125791017,418918.736980395,674920.044116285,676936.734952927,734013.663038352,379490.954084821,100329.862210393,336235.779443361,400382.979704575,501510.401704102,53947.0607463121,426615.258763672,"I258.1441R8.06","M258T484",8.06326141357422,"HILICPos",41156.2518322426,469159.300128018,270278.328043314
"1049",10779,258.150762767718,258.150553524691,258.151020797482,481.968490600586,481.013061523438,483.800140380859,18,18,466637.964498969,489881.17486663,10004296.2217837,4293601.8362836,3005957.68206353,2905920.88969984,1185956.75175195,875991.343246374,6899263.38489738,2666380.00576172,5231984.28012304,12733023.1806891,14273005.1443848,9440221.73452785,5353810.18899554,7905480.66008098,7855543.09954758,6720021.67165136,4803625.43899316,4754544.21151652,"I258.1508R8.03","M258T482",8.03280817667643,"HILICPos",478259.5696828,7386408.58343075,3711954.12080483
"1050",10784,258.206388331707,258.206141476514,258.206560175265,120.718826293945,119.62425994873,122.126182556152,7,7,201764.256703243,228886.236032657,777094.826694355,779205.383115759,762767.806567046,747323.420618779,568924.27644974,558102.733085562,826934.419951386,1778259.93089638,1618179.52482381,1848525.00500822,910656.866789262,605921.199965638,789425.06824149,692335.805941297,1026592.66292763,1862728.89624718,1981487.5545956,1464006.54276042,"I258.2064R2.01","M258T121",2.01198043823242,"HILICPos",215325.24636795,1283754.45651236,698903.074421874
"1051",10833,259.091674527317,259.091423554355,259.092291223035,366.462295532227,365.346893310547,373.843994140625,10,10,495594.8613344,530934.227214161,716000.73560003,430983.460061311,1874389.29013972,1673959.83185218,1338344.49642191,1372578.85333654,296039.224242448,164755.595811814,169329.440365963,1122904.87044922,1553549.43754545,1169335.11657994,203666.593798828,751960.450975586,1284990.44520102,258088.078913135,170314.675289885,810319.998823243,"I259.0917R6.11","M259T366",6.10770492553711,"HILICPos",513264.54427428,662937.827333044,1234376.11123528
"1052",10834,259.099882461888,259.099708031752,259.100046975748,392.704193115234,376.095275878906,397.908874511719,17,16,1168270.1033627,1276363.84240078,6890081.04176273,11195458.8574235,11208359.3885912,5279460.34399355,5603404.38226532,5650525.17088022,765489.742793157,741739.998645649,333958.002644336,25739437.1440858,28812394.969096,33465445.3866361,5535056.99520173,5695179.50603487,6158829.57101562,4604270.55785575,8282075.83505264,13161923.5449396,"I259.0999R6.55","M259T393",6.54506988525391,"HILICPos",1222316.97288174,11107983.4378334,7637881.53081942
"1053",10847,259.151531739436,259.151433045387,259.151736978127,136.099021911621,129.6318359375,137.926223754883,18,18,278326.572587229,191502.216180535,4561693.39623594,6102979.27262247,5189618.6526748,2585977.85452614,2195722.50984438,2475273.24215596,3640211.36404527,6683774.6253942,3230960.45224059,5125154.62547812,2584603.63005701,1949080.01677998,7740437.05169445,11615635.6481606,7440338.31998758,3742411.23165176,4501179.55444043,5136891.28301049,"I259.1515R2.27","M259T136",2.26831703186035,"HILICPos",234914.394383882,5282556.48357837,3851877.48800995
"1054",10848,259.165330386772,259.165073418542,259.165549388817,496.47216796875,494.994201660156,497.657,9,9,44182.5887566929,43850.166229407,526890.624438197,214001.410293043,191065.583898934,270212.276477158,75320.8521040082,95493.1353668741,567495.030993089,78128.0292335898,147990.179103222,210474.672621489,356201.040828505,34356.0440002595,640954.193884047,882840.166943874,867547.074360401,435078.20566803,343653.881148158,459503.947537248,"I259.1653R8.27","M259T496",8.2745361328125,"HILICPos",44016.3774930499,418685.205526826,228830.647096369
"1055",10853,259.190329133899,259.19012015892,259.190463386388,129.317535400391,124.281517028809,135.919845581055,7,7,284044.61305119,166427.587920416,3798664.83953978,4366268.82797245,4185179.68426451,2239384.81505655,1766870.8642901,1955160.0597172,2335960.75227497,555558.193221387,121540.465180664,960772.225789779,2078452.13947641,1378473.72406458,7374785.54128708,11473784.6889723,37450.0192658203,676984.266787946,196813.684555664,131037.163873589,"I259.1903R2.16","M259T129",2.15529225667318,"HILICPos",225236.100485803,2276801.07206252,3051921.5151401
"1056",10854,259.201568645911,259.201399326478,259.201681001834,311.338958740234,305.552215576172,316.299438476562,15,15,148553.674551819,161659.854251034,17580427.4262787,17446125.5757764,16271082.0279201,5403180.42320438,4595462.99459577,8196146.49045172,1135362.81648542,1469727.05418976,1315153.47660156,67658597.4525238,61512690.3788056,64537767.5744332,2019601.72995221,3910265.47514151,3245882.45275316,2508002.92013159,2882654.35515705,6283396.47177585,"I259.2016R5.19","M259T311",5.18898264567057,"HILICPos",155106.764401426,18206591.8464959,11582070.8230378
"1057",10857,259.692797521796,259.692639167873,259.692974106078,273.703689575195,271.282073974609,276.080291748047,4,4,12262.1941724845,0,54633.7794475447,35382.59495987,25778.6317855716,148219.679125,106396.518701063,147530.153257813,0,37885.3244320949,0,19562.1146787877,90927.8649949346,11172.6946154237,0,9062.29370312507,0,0,0,11505.589720885,"I259.6928R4.56","M260T274",4.56172815958659,"HILICPos",6131.09708624225,15009.6568454376,86323.5595461437
"1058",10881,260.02418679319,260.024115042178,260.024287436756,454.851654052734,451.264831542969,458.789611816406,6,6,0,0,0,97296.2529008793,385572.923395509,0,65537.3707008921,75228.4001765624,0,650778.296235636,2592040.86580643,0,0,93709.8061128855,0,0,8057.33304829895,0,82372.0371453301,256679.77325865,"I260.0242R7.58","M260T455",7.58086090087891,"HILICPos",0,306969.842633936,103939.157862307
"1059",10889,260.069916355108,260.069701907536,260.07011288516,507.275604248047,504.287475585938,508.388275146484,12,12,55819.7080335021,49146.5003208617,235143.953503606,125177.836937207,164650.067280547,104436.590336792,81627.2188982979,102382.938227519,64980.7093352905,172418.110075144,211048.654827759,1469169.26018463,1735940.18049084,987186.521441423,61608.2453868163,445881.424246406,259538.988633335,54861.5728623044,275736.614213342,558456.08908244,"I260.0699R8.45","M260T507",8.45459340413411,"HILICPos",52483.1041771819,524735.530898311,135569.767530661
"1060",10893,260.103228290629,260.103107292185,260.10336745207,393.658920288086,389.693572998047,397.740814208984,10,10,220259.414418095,268500.952123106,769485.985323487,886526.29218013,920100.042672255,83432.9468390626,257047.516788331,286501.46311046,121934.496761858,67260.594245376,69347.2458491948,3192454.89035119,2800326.43928906,4075510.72829165,376436.838125934,356772.470420899,496190.885226141,271607.825555946,625538.885088601,1357373.52251437,"I260.1032R6.56","M260T394",6.56098200480143,"HILICPos",244380.183270601,1150896.23514335,533849.041152288
"1061",10894,260.112807418715,260.112602727567,260.112968606473,203.373901367188,201.364898681641,204.288299560547,13,13,187296.634686678,118791.91000902,131301703.844988,106880599.682345,82893860.690806,55658475.5734671,36870960.3770655,40848243.6595739,255750.583871737,185730.437153121,182001.914991318,653319827.542431,591139264.306641,280325551.204849,3744932.67847404,2022977.59374085,1192429.72941555,154676.874311896,677180.907355641,485544.340159216,"I260.1128R3.39","M260T203",3.38956502278646,"HILICPos",153044.272347849,127807155.676116,75742307.3047076
"1062",10906,260.149129341664,260.148809111965,260.149198335393,148.543307373047,143.052673339844,150.352508544922,4,4,2639383.59350308,2441714.38158852,55547301.023863,47028474.1270967,38602553.4791472,28039322.1786635,19617285.8421662,20104188.802913,719051.387917325,642037.083313418,591768.70258091,124131.639598242,274789328.90918,135371594.67159,151771.013817215,189815.696112988,317937.238210609,483437.207650745,777054.164343059,814952.232361936,"I260.1491R2.48","M260T149",2.47572178955078,"HILICPos",2540548.9875458,34581073.3288897,34823187.5756416
"1063",10907,260.155220462122,260.154927326987,260.155549670725,136.103454589844,129.359161376953,137.926223754883,12,12,73349.3002557732,66577.0410589622,298752.807959375,288660.51904541,389674.690436384,164006.567750236,90562.8431108044,123975.321501193,315547.349885746,499631.288483399,121515.068482955,431048.337931836,234872.243123293,145810.670688411,643963.66705574,1174913.8761095,683395.929606811,282509.173528036,242025.536041016,316983.471708334,"I260.1552R2.27","M260T136",2.26839090983073,"HILICPos",69963.1706573677,424351.38438709,225938.7916339
"1064",10908,260.160455245407,260.160216599348,260.160500265877,164.770721435547,162.963409423828,165.239837646484,9,9,28623.8171793733,32855.5062982334,731543.744407087,1027920.20565675,1199311.4272583,611611.00450093,547408.371168457,679014.625893401,278538.489218749,209311.521902344,144289.472468218,1997379.39299487,3592708.9801131,2923308.38731384,373361.723398996,94623.3437253607,119499.986256893,346121.232680237,481165.997610057,423922.53316602,"I260.1605R2.75","M260T165",2.74617869059245,"HILICPos",30739.6617388033,915352.588404057,799468.229814154
"1065",10912,260.185575485259,260.185500710365,260.185766224616,245.671234130859,241.8603515625,251.978851318359,13,13,172535.346096561,149688.329219031,2811744.57340283,2657388.34083984,2485479.67181747,2089356.91165035,1957453.4641911,2068739.90469828,2844416.70521609,3897238.33685256,7085576.61096441,8353086.97588856,2795957.26076872,1932492.28963523,7382620.39734871,4947749.31481403,5756797.10110739,1610252.16400751,2908759.55931327,4207067.45982371,"I260.1856R4.09","M260T246",4.09452056884766,"HILICPos",161111.837657796,4476834.51464502,2345027.14443331
"1066",10916,260.205015131551,260.204790035503,260.205144231408,311.448425292969,307.992065429688,313.345001220703,9,9,102435.533044712,91916.2763550609,2268971.60743934,2112934.43678307,1903247.01512691,2005302.90943479,351909.748351474,1864742.75004317,1092462.09591351,1386519.4788663,1761026.59591219,9272944.30993019,8416496.91412915,8648227.81301153,2063526.79037627,2262358.95927494,2290534.31045764,1636940.22466302,96702.165703125,386065.601160031,"I260.205R5.19","M260T311",5.19080708821615,"HILICPos",97175.9046998865,3276150.43828316,1751184.74452979
"1067",10917,260.221967638445,260.221938345566,260.222061671161,126.529426574707,125.508377075195,128.192993164062,5,5,61537.8864094456,49274.9659883871,366139.636140275,289389.459449664,381584.777159323,134067.009123067,62302.0882707059,111056.647254221,222021.085678762,349923.933258732,172922.039555664,842100.565164164,179961.699058092,121292.979205132,696000.188614573,1098884.04215625,723345.043922961,398851.702984272,341553.310685813,208377.318288672,"I260.222R2.11","M260T127",2.10882377624512,"HILICPos",55406.4261989163,446269.492381091,224089.936232876
"1068",10918,260.221941210932,260.221912885256,260.222107214653,240.876708984375,233.255783081055,241.788650512695,5,5,193770.919350257,172014.455305375,1387329.77208042,1091580.84317594,4427362.20609538,2162244.02422758,2024021.12535534,2036369.68301626,4000958.63307543,4580865.55833842,6237263.43930361,4082340.61044551,6859237.23832133,6895925.4548873,8000660.19397867,5762151.39795072,5607335.5507062,1581467.20742287,2634507.31260975,4771691.68394415,"I260.2219R4.01","M260T241",4.01461181640625,"HILICPos",182892.687327816,5084533.690082,2188151.27565849
"1069",10919,260.222133477231,260.221970292897,260.222240140973,161.997024536133,161.055862426758,163.811920166016,8,8,10429.580549635,33035.3053430691,1087667.71543203,892719.792018646,1105989.58695856,346095.357100927,381289.748910156,523862.746678125,301778.223409871,217199.678015043,107539.213004977,3057145.36623948,4649933.59608173,4025538.41958984,339016.863899751,84285.7932672527,107082.008301298,321109.598070502,398592.716940179,362577.289827116,"I260.2221R2.7","M260T162",2.69995040893555,"HILICPos",21732.4429463521,1164316.56388725,722937.491183074
"1070",10952,261.008245777855,261.008051035952,261.00857214242,476.470550537109,471.745758056641,480.127777099609,17,17,0,0,602732.844482537,12365141.2445382,10386859.807045,1652550.96152415,9263328.37430389,7838910.24717904,1120148.95986797,12780013.7007455,11039115.5652819,1171825.8130643,2220044.05338266,11110858.6012059,407755.345780725,576151.827978922,1348101.94215273,1616585.68132031,10915273.7961226,11122881.5294092,"I261.0082R7.94","M261T476",7.94117584228516,"HILICPos",0,5452396.40135939,7018253.9131788
"1071",10959,261.073482702277,261.073375157308,261.073618615954,149.589935302734,135.164123535156,150.672607421875,7,6,1938576.96455465,2516247.71106641,28478643.7635547,650067.381958383,314049.448310791,11361724.2914843,11357766.6062855,11032058.7141926,623299.026236473,32104169.6729403,466362.757590145,30206821.431834,31520789.1211521,26266954.8259237,32936937.7319456,32942288.7334369,402228.852480468,15393803.3772892,35327018.5914394,647403.271210187,"I261.0735R2.49","M261T150_1",2.49316558837891,"HILICPos",2227412.33781053,19903173.1161232,10532385.0342977
"1072",10968,261.10985013257,261.109570298586,261.111946347861,124.750679016113,110.93058013916,143.045562744141,21,18,386218.684809748,214962.66605542,1026438.54821777,1067666.58384404,1131331.5967166,733020.350111607,873972.460673915,188484.755603515,1203550.88167696,1493024.67799902,811485.670021999,1134081.63623744,709223.4209477,540294.997980314,626990.612932478,368044.19707893,543391.266088745,1644456.74517642,3144910.39278057,1387616.96622721,"I261.1099R2.08","M261T125",2.07917798360189,"HILICPos",300590.675432584,1133922.62209565,836819.049194574
"1073",10971,261.115938531596,261.115409468109,261.116220601865,203.424591064453,201.364898681641,205.735046386719,9,9,3727764.22266254,3891883.07426248,14186007.4530745,11315571.6100693,8879203.98874685,5186551.07339349,3584963.890499,3757122.98663054,5343704.54680975,5210748.34520575,4928644.51845016,77289385.5382309,69626278.1719439,31936244.2330033,4215807.3679384,4057830.84703776,4233398.22824504,4582581.76308734,5481657.25548597,6472506.38357421,"I261.1159R3.39","M261T203",3.39040985107422,"HILICPos",3809823.64846251,18614898.933251,7818236.83373561
"1074",10983,261.130794426013,261.130603924498,261.131038462901,156.083015441895,153.764099121094,157.280380249023,20,20,2125399.93084792,2655087.54512277,60465565.3955074,59857104.9054018,55852730.3425757,27459031.645405,24667900.4678437,33443783.1406918,50411392.2873491,53266451.8332252,61146459.1165239,57109163.7951661,49343725.6915144,42283614.7822056,61068709.0516739,58617671.8582966,45689678.306245,49553688.5675054,73005896.5165526,81263465.7831389,"I261.1308R2.6","M261T156",2.60138359069824,"HILICPos",2390243.73798535,56896659.7991164,43624352.6495709
"1075",10987,261.148139733767,261.146757288665,261.148373169277,118.640032318115,114.11344909668,125.837478637695,10,10,329892.064055557,164766.51493997,95849.6812626953,181979.22807623,1467177.01106184,1289922.18348358,884298.332964152,1016085.5958863,1429045.94132353,1798685.14578533,1216774.15289898,391368.221865095,615639.355983304,564175.071786849,1052822.56606043,97579.8432314453,997639.191024244,89431.7657750419,137441.29264994,67104.0134293619,"I261.1481R1.98","M261T119",1.97733387196859,"HILICPos",247329.289497764,704808.880151129,822552.0054558
"1076",10992,261.221305720123,261.221049425022,261.221600815731,107.63774609375,107.27734375,119.80103302002,8,7,25307.0843097288,39245.5712322226,128615.220011719,81408.044393169,61106.8506594673,60615.8992092063,24993.1034072089,55433.0493719373,28382.7021394308,51938.6752063433,40312.7190709029,329244.904721387,918106.515590413,773367.608030874,39252.9338925782,51252.2525888672,94055.541977946,39689.5419510481,47144.9129086882,35719.8449198399,"I261.2213R1.79","M261T108",1.79396243489583,"HILICPos",32276.3277709757,204039.01274986,68695.3611754513
"1077",10994,261.844229277447,261.844063508966,261.84426639823,496.986541748047,496.100708007812,499.571228027344,5,5,0,0,0,47219.5178918711,0,159228.429782366,132654.687148828,90868.5676357426,15308.4856541661,11728.1194295053,0,0,0,38826.7005628752,0,34535.7565051619,23479.0510511547,100080.600046875,151949.795939224,11494.4560799067,"I261.8442R8.28","M262T497",8.28310902913412,"HILICPos",0,32283.5804390724,71661.867076468
"1078",11007,261.983964350759,261.983884591885,261.984031969961,509.840377807617,496.030059814453,522.988525390625,4,3,0,3678.16758704186,0,307323.79142229,536749.420305573,0,832597.342890625,521133.90749442,0,1020502.98727288,3699191.6905,44994.9474617881,104279.439502171,225158.764755922,0,15758.5785567801,9023.02045556477,8854.17846775055,245049.512236033,350680.020229646,"I261.984R8.5","M262T510",8.49733963012695,"HILICPos",1839.08379352093,476957.761619878,366300.743685485
"1079",11016,262.009636317524,262.009411808919,262.010780861854,474.657836914062,470.114013671875,478.321319580078,5,5,0,0,0,471935.002355452,513794.744406939,0,294283.797128416,222794.950263441,0,863461.340216551,388065.804622768,0,0,422671.688432302,0,0,0,0,419842.684495739,604244.221723958,"I262.0096R7.91","M262T475",7.91096394856771,"HILICPos",0,224857.14495761,250468.082359041
"1080",11019,262.022024288075,262.021887795975,262.022058149039,455.595581054688,449.423309326172,456.808227539062,4,4,0,0,10692.9460793793,383467.334769176,438542.801397063,0,89981.9779223632,60411.5025028825,0,496475.180648927,2686294.79618513,0,0,82443.6506667765,6778.90081435442,0,0,8060.0802897498,71656.1436864719,233085.417813063,"I262.022R7.59","M262T456",7.59325968424479,"HILICPos",0,298732.847508706,163849.427111811
