"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"2095",23368,662.06085237235,662.060307372123,662.061092267277,544.802062988281,535.85,548.804443359375,9,9,0,0,3480278.23113542,2718402.30116812,3114229.56758679,6901133.97074279,2249998.78989474,2449066.98214924,6219014.20422845,2432006.82803149,3220627.06572247,2990022.9540625,3763596.78276771,2893490.09126042,7504849.61691666,592177.855109372,3684446.10596707,2802020.18797701,4082217.35575233,3133741.05332605,"I662.0609R9.08","M662T545",9.08003438313802,"HILICPos",0,3609850.84176013,3485518.30711285
"2096",23369,662.060459007168,662.060248248985,662.060955866453,564.139495849609,554.735107421875,572.439697265625,10,10,0,0,4837699.27454055,4232095.00771876,2121225.94946874,3916421.63281441,3329236.54059375,3260000.72237004,4584351.14579532,6296017.96189392,3801297.70100187,3350574.68750001,4474835.78807182,3989425.88911643,5627792.97993953,3280095.31662395,8068438.5925254,3582947.7011338,3066677.26141457,3955420.74641662,"I662.0605R9.4","M662T564",9.40232493082682,"HILICPos",0,4506489.64761944,3616113.18791771
"2097",23371,662.060517931703,662.059986071858,662.061290836439,504.080612182617,499.622497558594,516.457,8,7,79388.3760725096,82728.0975981445,1223717.30741521,458772.015941178,1491915.30382752,289112.209602247,202494.842625005,226397.576008124,1084644.88685811,872655.124286288,997065.996265622,1613679.4465829,621309.194210529,527015.252066356,992765.164837592,1804730.99735156,548586.525914511,268442.073735405,358699.991083334,1159622.40323555,"I662.0605R8.4","M662T504",8.40134353637695,"HILICPos",81058.2368353271,904101.42136898,648734.875903214
"2098",23372,662.060642525094,662.060346669039,662.060988807108,589.868774414062,581.723937988281,595.569152832031,7,7,0,0,5011226.89533481,6370530.24102233,5180103.531425,5491969.63663542,4660724.18468102,5389866.70349121,8513280.22420834,3702770.35041841,5042562.59917707,6863130.82964018,6043452.08934021,5628840.5861299,6983888.93691519,6675083.81813641,9070803.28263922,6737778.56954359,3759811.58179103,5535711.4288044,"I662.0606R9.83","M662T590",9.83114624023438,"HILICPos",0,6213092.858062,5350736.86543163
"2099",23373,662.060773475319,662.060256688265,662.061435970315,527.261383056641,521.148803710938,529.340942382812,4,4,0,0,2838866.47257692,1902426.35049427,2446482.42494123,1746668.79764713,1635268.45631348,1353239.22569218,2496329.78251189,1984196.12902996,1697921.81431361,2610399.33374792,2186648.16250622,1862315.93061012,2482729.42083117,2419422.3286836,2259391.34395123,1720523.63020678,1726770.7042222,2314720.737914,"I662.0608R8.79","M662T527",8.78768971761068,"HILICPos",0,2146780.77654406,1987158.62127753
"2100",23388,664.057635476672,664.0571516529,664.058089720996,548.828857421875,524.584899902344,576.951599121094,15,8,0,0,4693545.19974659,1489145.19998829,2665423.06431011,3750295.72872977,1756584.56936906,1155195.44895089,2031929.85665625,2092919.68517218,2432972.4990825,2729076.78577526,2270029.22695048,1208572.55252963,2915404.86277638,1581752.27664422,5213104.56916829,2319548.38897128,2100374.68757784,2411980.87862311,"I664.0576R9.15","M664T549",9.14714762369792,"HILICPos",0,2442305.52249395,2585031.53518245
"2101",23389,664.057489117429,664.057013960972,664.057851381942,503.49853515625,501.371,514.558,5,3,41519.7299841556,36906.4123227459,537196.949876029,45318.8578100886,188145.23201892,46993.3846761745,6955.950344223,33100.5767606582,219126.655882013,136002.304052218,230762.885251829,190473.577771911,128742.417436859,156563.73784726,378008.084664826,292809.637151101,110885.409526536,78624.8780694833,57028.1193329073,355248.533787104,"I664.0575R8.39","M664T503",8.39164225260417,"HILICPos",39213.0711534507,194523.020064504,142951.825247682
"2102",23390,664.057845623006,664.057479653076,664.058054973666,596.378295898438,588.475524902344,611.959411621094,6,5,0,0,4869881.29995059,3831493.97076492,3789032.80821979,6972301.09142254,3183477.7736147,3917955.75797715,2714982.29653321,9185417.17043277,3692436.70616382,4663140.35975619,4567625.4455249,3714494.29195058,4851175.0031918,4755493.75808874,2963427.98106405,4699765.87921357,3878609.76782233,3739496.09258026,"I664.0578R9.94","M664T596",9.93963826497396,"HILICPos",0,4452172.06269352,4427357.11699161
"2103",23394,664.353615899311,664.352480494691,664.354499007727,122.713661193848,121.70622253418,123.814926147461,19,19,152175.936717041,86935.1431125402,505501.882006674,464729.774801562,635709.90755918,258790.231838672,233974.911368272,230127.475358941,209635.2725625,656051.586418186,733668.275346679,518833.108369141,558177.906357422,536335.145832226,684458.669530192,707429.027231971,523003.508060156,227506.57984516,308928.024648633,657422.434929687,"I664.3536R2.05","M664T123",2.04522768656413,"HILICPos",119555.539914791,526787.461594329,388139.030488883
"2104",23405,665.356251576679,665.354520867131,665.3573464422,122.499778747559,121.731590270996,123.258941650391,9,9,49186.2299435784,17408.2762054056,79709.5358925015,104846.151073242,162700.592648577,73090.3570717983,34223.4802864492,37044.8481391758,49935.3082450554,200132.506171457,243446.206896973,125799.108756836,81723.9333379269,188952.227100182,209179.796749268,160794.680172433,139843.925182455,43798.4117771484,53662.8899759576,140562.311641747,"I665.3563R2.04","M665T122",2.04166297912598,"HILICPos",33297.253074492,136485.942167287,81935.827518624
"2105",23415,666.36911837968,666.368843354648,666.369864917715,122.764274597168,121.307,124.324028015137,19,19,242070.641701497,107428.215041157,931149.129875,995003.196364258,1258426.30643857,486759.686190429,515497.706234253,514354.800407813,608344.346444444,1295492.86975277,1422081.09639209,1156633.83231445,1116400.96230469,1139647.53788037,1446212.2854929,1099070.32816008,990132.399773083,433300.55275,674487.446475496,1444266.57146354,"I666.3691R2.05","M666T123",2.04607124328613,"HILICPos",174749.428371327,1068839.18576699,783531.80425172
"2106",23423,667.372660050165,667.371742830335,667.373798637896,122.689033508301,121.70622253418,123.638816833496,18,18,23761.9463461284,17476.0804320957,280277.580729167,304442.451553711,411106.779589844,151290.967950195,143819.043051758,138274.382051025,107133.331881278,404667.091257812,465734.054748047,319346.249673584,346206.706453993,391588.414980664,450932.686338975,378769.235309679,265280.207492066,77831.83578125,197302.67406958,454427.1149288,"I667.3727R2.04","M667T123",2.04481722513835,"HILICPos",20619.013389112,321601.633576311,238201.867487617
"2107",23560,679.511794009924,679.511224218315,679.512082582883,163.763,161.055862426758,163.826431274414,17,17,18721.8619522527,0,2965441.89920348,3334101.61364584,3047333.56641162,1518250.89340601,1385149.2177779,1439344.20264893,6669919.55329346,6222964.45289714,6317651.14820467,98035.9224957781,1650940.2637028,460943.939001561,1106142.10323047,1440253.63802009,933980.734620486,3535350.64308681,3605779.80255134,4578822.703699,"I679.5118R2.73","M680T164",2.72938333333333,"HILICPos",9360.93097612635,3051732.0754003,2281603.56551563
"2108",23566,680.515002598707,680.514517779279,680.515733687821,162.867736816406,161.055862426758,163.826431274414,16,16,91459.9561673999,164947.108406524,1175742.98138867,1220661.16476563,1035446.80030357,459855.218202985,537687.319757489,609573.107953126,2552174.493815,2569740.73538169,2524291.80157931,21938.4017332524,744655.725487499,177235.95498814,396924.25920469,638057.835569013,332127.130472656,1364498.24931749,1422278.85965402,1760958.94819483,"I680.515R2.71","M681T163",2.71446228027344,"HILICPos",128203.532286962,1208740.19961647,839827.765395245
"2109",23577,681.517246692952,681.516180561422,681.517935244343,162.850830078125,161.954330444336,162.89453125,7,7,15814.8712055683,25350.3569096088,205226.804977865,172311.861166048,230122.300041556,46483.39155972,73016.7230373695,86519.2808348089,550465.259765625,438653.159210449,539251.663568034,0,80602.4780496955,0,63301.2873122454,45617.715960547,19566.4283373952,295936.288203777,269888.022239062,303633.647762109,"I681.5172R2.71","M682T163",2.71418050130208,"HILICPos",20582.6140575886,217242.995867412,135613.393602895
"2110",23775,700.698109363123,700.698067521182,700.699061694256,431.494964599609,420.772338867188,443.044860839844,7,7,0,0,255971.242420899,336410.943947525,694632.883225716,43670.6136964573,0,26436.4340696834,527499.906685352,431600.305483247,441332.380189885,312445.052468467,473897.135483065,278903.93096923,843557.666200524,1031137.47996248,785946.66588997,13243.0182680319,128518.95415976,1016153.51286961,"I700.6981R7.19","M701T431",7.19158274332682,"HILICPos",0,523686.334052468,226187.019560047
"2111",23788,701.265088423836,701.26353730176,701.265214070637,117.285999298096,116.478,117.751472473145,4,4,108437.646978934,123153.066480469,652480.279348397,536325.637979984,486563.562238455,281321.89084518,152354.027850735,155041.594881475,71419.0706367188,538606.488655448,684362.43780725,278582.338448489,457882.840775102,354053.735339212,545597.176234722,98964.9091640627,819294.356765223,262819.339197779,505228.450794935,615974.402852744,"I701.2651R1.95","M701T117",1.95476665496826,"HILICPos",115795.356729702,436065.46222264,377347.832190704
"2112",23791,701.493503293786,701.492913634202,701.493885466461,163.768745422363,162.008911132812,164.693,16,16,0,0,2559664.199,2041457.37282509,2442237.20776875,936314.344884765,929964.716244139,1002317.50638151,6524038.75599107,4723355.66045624,3929274.74494202,20408.1276597977,950199.109970214,123502.397199018,884991.666933595,1016440.09290625,672869.570716147,4318323.69243847,2830612.95386343,3107710.49404868,"I701.4935R2.73","M701T164",2.72947909037272,"HILICPos",0,2425143.93892708,1651992.55785071
"2113",23798,702.213711733865,702.212926600247,702.214515544647,112.796020507812,110.821998596191,113.842109680176,19,19,5288.03097968549,76283.2695117189,408983.174888889,121329.072509766,146124.893153739,341619.088170573,212728.650550998,234097.9022771,385753.38076355,240713.221845948,171833.749889649,259843.344801324,121415.598046224,101164.700205078,265168.511467285,244630.089269531,189560.80434375,475787.40222381,288598.304978136,147869.710373884,"I702.2137R1.88","M702T113",1.87993367513021,"HILICPos",40785.6502457022,241028.234850681,244147.130258511
"2114",23802,702.496488153671,702.495629716544,702.497206636861,162.935272216797,161.055862426758,164.702484130859,16,16,0,0,933891.583156251,818322.566191407,726525.574955356,291243.520681092,422952.533597004,439681.223302735,2794447.31282227,1904662.5666927,1336912.4154834,0,295238.850494792,27602.6367687157,279651.77848584,320256.012607143,250796.106870117,1559883.01098258,950448.77632335,1117015.62057935,"I702.4965R2.72","M702T163",2.71558787027995,"HILICPos",0,903076.257342521,605436.166980641
"2115",23803,702.696399222156,702.69578159451,702.697408884647,439.332885742188,420.086303710938,450.156433105469,15,13,0,0,1409276.24528493,922698.960754285,1486608.86842134,35309.6939009314,31366.6759373732,33079.8222891567,393588.480119792,1152664.7064668,1619993.64277348,753869.38454698,1163128.33140477,857811.145541402,1435060.44033632,2063456.27108495,1580846.69421046,88390.8831871179,423335.791704626,1775181.37342161,"I702.6964R7.32","M703T439",7.32221476236979,"HILICPos",0,1108943.92873319,653056.711098003
"2116",23812,703.214342579084,703.213601609884,703.21515903843,112.792221069336,111.284484863281,114.269371032715,14,14,0,21266.105803442,241839.034815674,46866.9956692708,64829.0632294921,261870.831529188,86862.5244480133,139303.913151228,263749.62734375,78941.8325742188,63366.751917927,132849.60496875,46331.5949929687,18380.5120788574,202530.243335379,132123.32852539,55603.4612373048,307974.115841131,168649.954676758,61196.2813332439,"I703.2143R1.88","M703T113",1.8798703511556,"HILICPos",10633.052901721,127641.44240214,140262.060473811
"2117",23816,703.499887538276,703.499614700415,703.501266944616,162.89981842041,161.958648681641,163.775833129883,4,4,0,0,108034.411873072,85486.6710602522,102591.428313398,25846.7972260416,37622.4709860951,17420.4445522428,626067.980796317,294654.959170313,321027.296275781,0,0,0,0,35157.2088027345,0,452787.573502074,191808.422632357,151876.962760448,"I703.4999R2.71","M703T163",2.7149969736735,"HILICPos",0,172781.700328335,62833.7040018503
"2118",23820,704.211968278592,704.211051849615,704.213134609314,112.400390625,111.478,114.105476379395,11,11,0,20608.3079676703,140173.981074916,21283.2240029752,57993.7601894774,149944.763953683,64634.2454137368,43447.5202406249,184290.820077881,68694.6877091471,41872.3673404187,80383.9388424069,32064.8715409562,0,114264.91637207,89582.7819726561,58504.2260800782,189314.712374163,82478.3750763673,23830.4158804893,"I704.212R1.87","M704T112",1.87333984375,"HILICPos",10304.1539838351,80440.1761055528,79579.5824792355
"2119",23823,704.694340866764,704.693270577384,704.695127164251,438.879699707031,424.120330810547,453.095977783203,13,12,0,0,1343335.33024452,910560.220455566,806806.8530929,70529.2151868208,35692.7566106449,35760.8933354749,1074658.4360903,1086090.17519409,1496068.63333994,737015.772528616,1178547.6940918,872168.43358428,1570800.50225452,1983712.35147569,1494046.83063198,96083.238987962,140958.141292969,1842865.93539313,"I704.6943R7.31","M705T439",7.31466166178385,"HILICPos",0,1131084.67873877,533780.878154321
"2120",23845,706.692080070211,706.691547995904,706.692741405311,437.414611816406,431.831604003906,443.044860839844,7,7,0,0,544064.494651742,259102.787951793,504064.722773015,0,7483.49058356881,14244.7136783808,443536.958198846,444256.171690044,785968.591858743,148813.863073669,470276.752251082,298074.429730822,551645.902057092,958884.288364502,577731.674584135,0,83424.3286521256,558107.611661905,"I706.6921R7.29","M707T437",7.29024353027344,"HILICPos",0,443393.381010247,221493.368273083
